Clave,Descripcion,Marca,UnidadMedida,Linea,Division,Largo,Ancho,Precio,Descuento,Alta,Modificacion,Responsable,FraccionArancelaria
PM61,"POLYLAM MDL 3/4"" D-3.3 .500"" AS + D-4.5 .250 AS DE 1.20 X 2.75 MTS",POLYLAM MDL,PZ,PL,2,2.75,1.2,293,0.2,2010-09-08,2011-01-10,ALEJANDRA,39211901
PM126,"POLYLAM MDL 1.7,PCF 1.5""+8PCF, .125"", 1.625"" X 48"" X 108"" WHITE",POLYLAM MDL,PZ,PL,1,108,48,379.6,0,2014-06-11,2015-12-31,BELENL,39211901
IK40,"INSUFOAM 4000, 1"" X 48"" X 192.91"" ORANGE C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,192.91,48,297.83,0,2014-05-02,2014-05-02,MIREYAS,39211101
PL474,"POLYLAM 1.5 PCF, 1.5"" X 48"" X112"" BLACK",POLYLAM,PZ,PL,2,112,48,14.52,0,2014-05-15,2014-05-15,MIREYAS,39211901
PL497,"POLYLAM 4.5 PCF .750"" X 47"" X108"" YELLOW",POLYLAM,PZ,PL,2,108,47,520,0,2014-10-03,2014-10-03,MIREYAS,39211901
IK65,"POLIESTIRENO EXTRUIDO INSUFOAM 4000, 1.5"" X 1.22 X 4.20 MTS S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,4.2,1.22,373.54,0,2014-12-10,2014-12-10,MIREYAS,39211101
PL507,"POLYLAM 1.5 PCF, 1"" X 48"" X 111"" WHITE",POLYLAM,PZ,NULL,2,111,48,9.86,0,2015-01-06,2015-01-06,BELENL,39211901
IK67,"INSUFOAM 4000, 1"" X 48"" X 279.46"" ORANGE C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,279.46,48,36,0,2015-01-16,2015-01-16,MIREYAS,39211101
IK56,"INSUFOAM 4000 1.5"" X 1.22 X 2.44 MTS S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,2.44,1.22,217,0,2014-11-13,2018-08-22,JAZMIN,39211101
PM154,"POLYLAM MDL 6 PCF, .125"" BLUE+1.2 PCF 1""WHITE+ 6PCF .125"" BLUE, 1.250"" X 48"" X108""",POLYLAM MDL,PZ,NULL,2,108,48,290,0,2015-11-09,2015-11-09,MIREYAS,39211901
PL520,"POLYLAM ENDCAP 2 2.PCF, 2"" X 7.874"" X 7.874"" WHITE",POLYLAM,PZ,NULL,2,7.874,7.874,10,0,2015-07-15,2015-07-15,BELENL,39211901
PI30,"POLYFOAM LAMINATED SHEET 1/8"" (250 MIC) X .15 X .35 MTS",POLYFOAM LAMINATED,PZ,NULL,1,0.35,0.15,0.62,0,2015-08-28,2019-04-02,MIREYAS,39211901
PL484,"POLYLAM 1.7 PCF, 6"" X 48"" X 96"" WHITE",POLYLAM,PZ,PL,2,96,48,61.38,0,2014-06-24,2014-07-01,MIREYAS,39211901
PL492,"POLYLAM 2.2 PCF,1"" X 48"" X 108"" WHITE SKIVED/SKIN",POLYLAM,PZ,PL,2,108,48,17.86,0,2014-09-18,2014-09-18,MIREYAS,39211901
PP33,"POLYPROFILE LIGERO 3"" X 2 MTS BLANCO",POLYPROFILE,PZ,NULL,1,2,3,22.5,0,2016-07-25,2016-12-06,MIREYAS,NULL
PR146,"POLYROLL 1/32""  DE .30 X 315 MTS. BCO",POLYROLL,PZ,RO,1,315,0.3,110.14,0,2012-05-16,2012-05-16,MIREYAS,39211901
IP245,"INSUFOAM PLUS 1""  DE  X DE 1.22 X 6.01 MTS.C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,6.01,1.22,649.03,0,2019-07-01,2019-07-01,MIREYAS,
IP247,"INSUFOAM PLUS 1""  DE 1.22 X 3.44 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,3.44,1.22,371.07,0,2019-07-01,2019-07-01,MIREYAS,
CP71,"CRYSTALPACK 1/2"" DE 1.22 X 61.5 MTS P/A 18""",CRYSTALPACK,PZ,NULL,4,61.5,1.22,377,0,2019-07-02,2019-07-02,MIREYAS,
IK118,"INSUFOAM 4000 1"" X 1.22 X 5.90 MTS.S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,4,5.9,1.22,551,0,2019-07-08,2019-07-08,MIREYAS,
PI56,"POLYFOAM LAMINATED 1/8"" DE 1.18 X 200 MTS CALIBRE LD 100 BCO",POLYFOAM LAMINATED,PZ,NULL,1,200,1.18,1223.66,0,2019-07-17,2019-07-17,MIREYAS,
PI57,"POLYFOAM LAMINATED 1/8"" DE 1.48 X 200 MTS CALIBRE LD 100 BCO",POLYFOAM LAMINATED,PZ,NULL,1,200,1.48,1534.76,0,2019-07-17,2019-07-17,MIREYAS,
PI59,"POLYFOAM LAMINATED 1/8"" DE 1.67 X 200 MTS. CALIBRE LD 100 BCO",POLYFOAM LAMINATED,PZ,NULL,1,200,1.67,1731.79,0,2019-07-17,2019-07-17,MIREYAS,
PF23,DISH PACK KIT,POLYFOAM BOLSA,PZ,NULL,6,15,12.5,2.2,0,2019-07-18,2019-07-22,MIREYAS,48195001
PH123,POLYFOAM HOJA 1.2 .500  DE 48 X 108 MTS. BLANCO,POLYFOAM HOJA,PZ,NULL,2,108,48,4.11,0,2019-07-19,NULL,MIREYAS,NULL
PH124,"POLYFOAM SHEET 1.2 PCF .500"", .31"" X  48"" X 108"" WHITE SKIVED",POLYFOAM HOJA,PZ,NULL,2,108,48,4.11,0,2019-07-19,2019-07-19,MIREYAS,NULL
OT47,INTERESES MAYO 2019,OTROS,PZ,NULL,6,0,0,177.22,0,2019-07-22,2019-07-22,MIREYAS,
PL615,"POLYLAM 1.2 PCF 1.5"" X 48"" X 114"" WHITE",POLYLAM,PZ,NULL,2,114,48,14.38,0,2019-07-30,2019-08-05,MIREYAS,
CP72,"CRYSTALPACK INDUSTRIAL 3/16"" 1.22 X 123 MTS",CRYSTALPACK,PZ,NULL,3,123,1.22,580,0,2019-07-30,2019-07-30,MIREYAS,
PM186,"POLYLAM MDL 1.7 PCF 2"" WHITE +6 PCF .125"" BLUE, 2.125"" X 48"" X 108""",POLYLAM MDL,PZ,NULL,2,108,48,29.5,0,2019-08-01,2019-08-01,MIREYAS,
PL617,"POLYLAM 1.7 PCF 1"" X 48"" X 93"" BLACK",POLYLAM,PZ,NULL,2,93,48,8.68,0,2019-08-06,2019-08-06,MIREYAS,
PI55,"POLYFOAM LAMINATED  1/16"" D-1.5 LD 250, 1.60 X 140 MTS P/A 1.40 MTS BCO",POLYFOAM LAMINATED,PZ,NULL,1,200,1.6,1920,0,2019-07-02,2019-07-03,MIREYAS,
PL614,"POLYLAM 6 PCF 2.5"" X 47"" X 108"" WHITE",POLYLAM,PZ,NULL,2,108,47,94.5,0,2019-07-09,2019-07-09,MIREYAS,
PF24,GLASS PACK KIT,POLYFOAM BOLSA,PZ,NULL,6,15.6,12.5,1.55,0,2019-07-18,2019-07-18,MIREYAS,48195001
PL616,"POLYLAM 1.2 PCF 3"" X 48"" X 114"" WHITE",POLYLAM,PZ,NULL,2,114,48,28.75,0,2019-07-30,2019-08-05,MIREYAS,
IA125,"POLIESTIRENO EXTRUIDO INSUFOAM 1"" DE 1.22 X 7 MTS BCO S/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,NULL,2,7,1.22,705.73,0,2019-08-08,2019-08-08,MIREYAS,39211101
IP249,".INSUFOAM PLUS 1"" DE 1.22 X 8 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,8,1.22,806.56,0,2019-08-08,2019-08-09,MIREYAS,39211101
PL136,PRODUCTO SIN DESCRIPCION,POLYLAM,PZ,PL,2,2.8,1.27,254,0,NULL,2011-05-25,ENRIQUEE,39211901
PH126,"POLYFOAM SHEET 1.5 PCF .500"" X  48"" X 108  WHITE",POLYFOAM HOJA,PZ,NULL,2,108,48,100,0,2019-08-21,2019-08-21,MIREYAS,
PM187,"POLYLAM MDL 4.5 PCF.250"" BLUE+1.2 PCF 1"" WHITE+4.5 PCF .250"" RED, 1.5"" X 47"" X 108""",POLYLAM MDL,PZ,NULL,2,108,47,620,0,2019-08-28,2019-08-28,MIREYAS,39211901
IP255,"INSUFOAM PLUS 1"" DE 1.22 X 4.25 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,2,4.25,1.22,458.98,0,2019-08-29,2019-08-29,MIREYAS,
IP258,"INSUFOAM PLUS 1"" DE 1.22 X 8.30 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,2,8.3,1.22,896.35,0,2019-08-29,2019-08-29,MIREYAS,
IP262,"INSUFOAM PLUS 1.5"" DE 1.22 X 5.52 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,2,5.52,1.22,706.29,0,2019-08-30,2019-08-30,MIREYAS,
IP264,"INSUFOAM PLUS 1.5"" DE 1.22 X 3.91 MTS.C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,2,3.91,1.22,500.31,0,2019-08-30,2019-08-30,MIREYAS,
IP265,"INSUFOAM PLUS 2"" DE 1.22  X 3.24 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,2,3.24,1.22,553.12,0,2019-08-30,2019-08-30,MIREYAS,
SP5,POLYMAILERS FOAM  #2 C/5,POLYMAILERS,PZ,NULL,6,16,10,248,0,2019-01-17,2019-02-06,MIREYAS,
OT35,OTROS,OTROS,PZ,NULL,6,0,0,87.48,0,2018-04-26,2018-04-26,JAZMIN,
PY225,"POLYFOAM LINER D-6.5 .075"" DE .075 X 100 MTS.",POLYFOAM LINER,PZ,NULL,1,100,0.075,145.21,0,2018-09-05,2018-09-05,JAZMIN,
OT41,INTERESES AGOSTO 2018,OTROS,PZ,NULL,6,0,0,195.85,0,2018-09-07,2018-09-07,MIREYAS,
PH118,"POLYFOAM SHEET 1/16"" X 42.7 CM X 31.2 CM WHITE",POLYFOAM HOJA,ML,NULL,2,31.2,42.7,468,0,2018-12-18,2018-12-18,JAZMIN,
PL569,"POLYLAM 6 PCF 2"" X 47"" X 108"" WHITE",POLYLAM,PZ,NULL,2,108,47,78.48,0,2018-01-04,2018-02-07,JAZMIN,39211901
IP227,"INSUFOAM PLUS 1.5"" X 1.22 X 5.50 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.5,1.22,742.13,0,2018-01-16,2018-01-16,JAZMIN,39211101
IP228,"INSUFOAM PLUS 1.5"" X 1.22 X 7 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,7,1.22,944.52,0,2018-01-16,2018-01-16,JAZMIN,39211101
PO12,"POLYBARRIER LAMINADO 1/C CON TRASLAPE (1/8"") 3.2 MM X 1.22 X 170 MTS",POLYBARRIER,PZ,NULL,1,170,1.22,50,0,2018-01-23,2018-05-18,MIREYAS,39211901
IP229,"INSUFOAM PLUS 1"" X 1.22 X 5.10 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.1,1.22,458.41,0,2018-01-24,2018-01-24,JAZMIN,39211101
IP230,"INSUFOAM PLUS 1"" X 1.22 X 6.80 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,6.8,1.22,611.71,0,2018-01-24,2018-01-24,JAZMIN,39211101
PH104,"POLYFOAM SHEET 1.2 PCF, .500"" X 57.5 X 36 CM WHITE",POLYFOAM HOJA,PZ,NULL,2,36,57.5,8.64,0,2018-01-31,2018-01-31,JAZMIN,39211901
PH105,"POLYFOAM SHEET 1.2 PCF, .500"" X 22.5 X 36 CM WHITE",POLYFOAM HOJA,PZ,NULL,2,36,22.5,3.39,0,2018-01-31,2018-01-31,JAZMIN,39211901
PH106,"POLYFOAM SHEET 1/8"" X .30  X .30 MTS.",POLYFOAM HOJA,ML,NULL,2,0.3,0.3,395,0,2018-01-31,2018-01-31,JAZMIN,39211901
PL570,"POLYLAM 6 PCF, 1.5"" X 47"" X 108"" WHITE",POLYLAM,PZ,NULL,2,108,47,54.83,0,2018-02-07,2018-02-07,JAZMIN,39211901
PL571,"POLYLAM 6 PCF, 3"" X 47"" X 108"" WHITE",POLYLAM,PZ,NULL,2,108,47,109.67,0,2018-02-07,2018-02-07,JAZMIN,39211901
PR255,"POLYROLL 1/8"" DE 2 X 105 MTS. C/A 1.30 MTS Y P/A .30 CM SIN RESTO",POLYROLL,PZ,NULL,1,105,2,743.18,0,2018-02-12,2018-02-12,JAZMIN,39211901
PL572,"POLYLAM 6 PCF, 1"" X 47"" X 108"" WHITE",POLYLAM,PZ,NULL,2,108,47,754.41,0,2018-02-12,2018-02-12,JAZMIN,39211901
IP231,"INSUFOAM PLUS 2"" X 1.22  X 6.30 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,6.3,1.22,1132.92,0,2018-02-14,2018-02-14,JAZMIN,39203099
PL573,"POLYLAM 1.2 PCF, 2"" X 48""  X 54"" WHITE",POLYLAM,PZ,NULL,2,54,48,149.36,0,2018-02-14,2018-02-20,JAZMIN,39211901
PH107,"POLYFOAM SHEET 1.2 PCF, .500"" X 5"" X 15 3/8"" WHITE",POLYFOAM HOJA,ML,NULL,2,15,5,90,0,2018-02-23,2018-02-23,MIREYAS,
PH108,"POLYFOAM SHEET 1.2 PCF, .500"" X 3"" X 15 3/8""  WHITE",POLYFOAM HOJA,ML,NULL,2,15,3,55,0,2018-02-23,2018-02-23,MIREYAS,
PL574,"POLYLAM 1.2 PCF, AS 2"" X 48"" X 98""",POLYLAM,PZ,NULL,2,98,48,17.19,0,2018-02-23,2018-02-26,MIREYAS,39211901
PH109,"POLYFOAM SHEET 1.2 PCF, 1"" X 5"" X 6 7/8"" WHITE",POLYFOAM HOJA,ML,NULL,2,6,5,80,0,2018-02-26,2018-02-26,MIREYAS,
CP57,"CRYSTALPACK 1/2"" DE 1.22 X 61.5 MTS. C/A 61 CM P/A 30 CM",CRYSTALPACK,PZ,NULL,3,61.5,1.22,377,0,2018-02-26,2018-02-26,JAZMIN,39211901
PL575,"POLYLAM 1.2 PCF, AS 1"" X48"" X100""",POLYLAM,PZ,NULL,2,100,48,8.77,0,2018-02-26,2018-02-26,MIREYAS,39211901
CP58,"CRYSTALPACK 1/2"" AS DE 1.22 X 61.5 MTS. C/A 61 CM P/A 30 CM",CRYSTALPACK,PZ,NULL,3,61.5,1.22,475,0,2018-02-26,2018-02-26,JAZMIN,39211901
RT24,"PE FILM FLAT CALIBRE 100, .99 MTS NATURAL, 50 KG POR ROLLO",ROLLO TUBULAR,KG,NULL,7,100,0.99,40.25,0,2017-03-10,2017-03-10,MIREYAS,NULL
PP47,CORNER C X 12 CMS WHITE,POLYPROFILE,PZ,NULL,1,12,1,2.57,0,2017-03-10,2017-07-18,BELENL,39211901
IP207,"INSUFOAM PLUS 1"" X 1.22 X 5.18 MTS",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.18,1.22,465.48,0,2017-03-10,2017-03-10,MIREYAS,39211101
PH98,"POLYFOAM SHEET 1/16"" 30 X 30 CM",POLYFOAM HOJA,ML,NULL,2,30,30,200,0,2017-03-10,2017-03-10,MIREYAS,39211901
PM167,"POLYLAM MDL4.5 PCF, .250"" GREEN+6.5 PCF, .500"" WHITE+4.5 PCF,.250"" GREEN 1"" X 47""X108""",POLYLAM MDL,PZ,NULL,2,108,47,1087.9,0,2017-03-14,2019-08-28,MIREYAS,39211901
IP208,"INSUFOAM PLUS 1.5"" X 1.22 X 11 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,11,1.22,1374.21,0,2017-03-30,2017-03-30,MIREYAS,39211101
IP209,"INSUFOAM PLUS 1.5""  X 1.22 X 11.7 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,11.7,1.22,1461.66,0,2017-03-30,2017-04-26,MIREYAS,39211101
PM168,"POLYLAM MDL1.7 PCF 1.5"" + 6 PCF , .125"", 1.625"" X 48"" X 108"" WHITE",POLYLAM MDL,PZ,NULL,2,108,48,27,0,2017-04-06,2017-06-02,BELENL,39211901
PL562,"POLYLAM 1.2 PCF, 2"" X 48""  X 76"" WHITE",POLYLAM,PZ,NULL,2,76,48,13170,0,2017-04-19,2017-04-19,MIREYAS,39211901
IA123,"INSUFOAM 2500 1.5"" X  1.22 X 2.44 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,NULL,4,4.2,1.22,315,0,2017-04-21,2017-04-21,MIREYAS,39211101
IA124,"INSUFOAM  2500, 1"" X  1.22 X 2.44 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,NULL,4,4.2,1.22,210,0,2017-04-21,2017-04-21,MIREYAS,39211101
IP210,"INSUFOAM PLUS 1""X 1.22 X 6.43 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,6.43,1.22,535,0,2017-04-28,2017-04-28,MIREYAS,39211101
PL563,"POLYLAM  1.5 PCF, 2.5"" X 48"" X 108""  WHITE",POLYLAM,PZ,NULL,2,108,48,18.99,0,2017-05-02,2017-05-02,MIREYAS,39211901
PY218,"POLYFOAM LINER HD  D-7 .075"" DE 105 MM X 100 MTS WHITE (TAPA 49MM)",POLYFOAM LINER,PZ,NULL,1,100,0.105,205,0,2017-05-02,2017-05-02,MIREYAS,NULL
PO4,"POLYBARRIER LAMINADO 1/C CON TRASLAPE (1/2"")12.7MM X 1.22 M X 20 M",POLYBARRIER,PZ,NULL,1,20,1.222,49.81,0,2017-05-05,2017-05-08,MIREYAS,39211901
OT26,INTERESES ABRIL 2017,OTROS,PZ,NULL,6,0,0,27364.69,0,2017-07-05,2017-07-05,MIREYAS,NULL
OT48,INTERESES JUNIO 2019,OTROS,PZ,NULL,6,0,0,14583.95,0,2019-07-22,2019-07-22,MIREYAS,
PO5,"POLYBARRIER LAMINADO 2/C CON TRASLAPE (1/2"") 12.7MM X 1.22M X 20 M",POLYBARRIER,PZ,NULL,1,20,1.22,56.56,0,2017-05-05,2017-05-05,MIREYAS,39211901
PO6,"POLYBARRIER LAMINADO 1/C CON TRASLAPE (1/8"")3.2 MM X  1.22 M X 10 M",POLYBARRIER,PZ,NULL,1,10,1.22,9.55,0,2017-05-05,2017-05-05,MIREYAS,39211901
PO7,"POLYBARRIER LAMINADO 2/C CON TRASLAPE (1/8"") 3.2 MM X 1.22 M X 10 M",POLYBARRIER,PZ,NULL,1,10,1.22,14.1,0,2017-05-05,2017-05-05,MIREYAS,39211901
PO8,"POLYBARRIER LAMINADO1/C CON TRASLAPE (1/4"") 6.4MM X 1.22 M X 20 M",POLYBARRIER,PZ,NULL,1,20,1.22,28.2,0,2017-05-05,2017-05-05,MIREYAS,39211901
PO9,"POLYBARRIER LAMINADO2/C CON TRASLAPE (1/4"") 6.4MM X 1.22 M X 20 M",POLYBARRIER,PZ,NULL,1,20,1.22,34.7,0,2017-05-05,2017-05-05,MIREYAS,39211901
PM169,"POLYLAM MDL 1.7 PCF 1.5""+4.5 PCF,..250"", 1.750"" X 48"" X 108"" WHITE",POLYLAM MDL,PZ,NULL,2,108,48,627,0,2017-05-09,2017-05-09,MIREYAS,39211901
IP211,"INSUFOAM PLUS 1"" X 1.22 X 4.90 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,4.9,1.22,440.73,0,2017-05-10,2017-05-10,DANIA,39211101
IP212,"INSUFOAM PLUS 1"" X 1.22 X 5.90 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.9,1.22,530.5,0,2017-05-10,2017-05-10,DANIA,39211101
PM170,"POLYLAM MDL 6 PCF, 125"" BLUE + 1.7 PCF, 1.5"" WHITE + 6 PCF, .125"" BLUE, 1.750"" X 48"" X 108""",POLYLAM MDL,PZ,NULL,2,108,48,473,0,2017-05-16,2017-06-02,DANIA,39211901
IK91,"INSUFOAM 4000  1"" DE 1.22 X 5.45 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,4,5.45,1.22,469.49,0,2017-05-23,2017-05-23,BELENL,39211101
PM171,"POLYLAM MDL 6 PCF, .125"" BLUE + 1.7 PCF, 1.5""  WHITE, 1.625"" x 48"" X 108""",POLYLAM MDL,PZ,NULL,2,108,48,430,0,2017-06-02,2017-06-02,DANIA,39211901
IP213,"INSUFOAM PLUS 1""  X 1.22 X 7.75 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,7.75,1.22,696.83,0,2017-06-08,2017-06-08,DANIA,39211101
IP214,"INSUFOAM PLUS 1""  X 1.22  X 5.90 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.9,1.22,530.49,0,2017-06-08,2017-06-08,DANIA,39211101
IP215,"INSUFOAM PLUS 1"" X 1.22 X 5.56 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.56,1.22,499.92,0,2017-06-08,2017-06-08,DANIA,39211101
IP189,"INSUFOAM PLUS 1"" X  1.22 X 7.55 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,7.55,1.22,628.19,0,2016-12-16,2016-12-16,BELENL,39211101
IP190,"INSUFOAM PLUS 1"" X  1.22 X 7.40 MTS.S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,7.4,1.22,615.71,0,2016-12-16,2016-12-16,BELENL,39211101
IP191,"INSUFOAM PLUS  1"" X  1.22 X 5.31 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.31,1.22,441.81,0,2016-12-16,2016-12-16,BELENL,39211101
IP192,"INSUFOAM PLUS 1"" X 1.22 X 4.60 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,4.6,1.22,382.74,0,2016-12-16,2016-12-16,BELENL,39211101
IP193,"INSUFOAM PLUS 1"" X 1.22 X 4.88 MTS. S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,4.88,1.22,406.03,0,2016-12-16,2016-12-16,BELENL,39211101
PL558,"POLYLAM 1.2 PCF, 1.5"" X 48""  X 78"" WHITE",POLYLAM,PZ,NULL,2,78,48,10.15,0,2016-12-21,2016-12-21,MIREYAS,39211901
PL559,"POLYLAM 1.2 PCF, 1.5"" X 48"" X 93""  WHITE",POLYLAM,PZ,NULL,2,93,48,12.1,0,2016-12-21,2016-12-21,CHRIS,39211901
PL560,"POLYLAM 1.2 PCF, 1.5"" X 48"" X 100"". WHITE",POLYLAM,PZ,NULL,2,100,48,13.01,0,2016-12-21,2016-12-21,CHRIS,39211901
PR240,"POLYROLL 1/8"" DE 2 X 105 MTS BCO P/A 1.22 MTS",POLYROLL,PZ,NULL,1,105,2,548.39,0,2016-12-22,2016-12-22,MIREYAS,39211901
IP194,"INSUFOAM PLUS 2""  DE 1.22 X 2.25 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,2.25,1.22,374.69,0,2017-01-02,2017-01-02,BELENL,39211101
IP195,"INSUFOAM PLUS 2""  DE 1.22 X 3 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,3,1.22,499.59,0,2017-01-02,2017-01-02,BELENL,39211101
IP196,"INSUFOAM PLUS 2"" DE 1.22 X 3.05 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,3.05,1.22,507.92,0,2017-01-02,2017-01-02,BELENL,39211101
IP197,"INSUFOAM PLUS 2""  DE 1.22 X 3.15 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,3.15,1.22,524.57,0,2017-01-02,2017-01-02,BELENL,39211101
CP26,"CRYSTALPACK 1/2"" DE 1.22 X 61.5 P/A .30MTS",CRYSTALPACK,PZ,NULL,3,61.5,1.22,377,0,2017-01-05,2017-01-05,MIREYAS,39211901
IP198,".INSUFOAM PLUS 1"" X 1.22 X 7.55 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,7.55,1.22,628.19,0,2017-01-09,2017-01-09,BELENL,39211101
IP199,".INSUFOAM PLUS 1"" X 1.22 X 7.40 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,7.4,1.22,615.71,0,2017-01-09,2017-01-09,BELENL,39211101
OT22,SEGUNDO PAGO A CUENTA DE SUMINISTRO DE INSUFOAM,OTROS,PZ,NULL,5,0,0,263860,0,2017-02-24,2017-02-24,MIREYAS,39211101
IP200,".INSUFOAM PLUS 1"" X 1.22 X 5.31 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.31,1.22,441.81,0,2017-01-09,2017-01-09,BELENL,39211101
IP201,".INSUFOAM PLUS 1"" X 1.22 X 4.60 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,4.6,1.22,382.74,0,2017-01-09,2017-01-09,BELENL,39211101
IP202,".INSUFOAM PLUS 1"" X 1.22 X 4.88 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,4.88,1.22,406.03,0,2017-01-09,2017-01-09,BELENL,39211101
IP203,"INSUFOAM PLUS 1"" X  1.22 X 3.75 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,3.75,1.22,312.01,0,2017-01-18,2017-01-18,BELENL,39211101
IP204,"INSUFOAM PLUS 1"" X  1.22 X 10.35 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,10.35,1.22,861.16,0,2017-01-18,2017-01-18,BELENL,39211101
IP205,"INSUFOAM PLUS 1"" X  1.22 X 7.15 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,7.15,1.22,594.91,0,2017-01-18,2017-01-18,BELENL,39211101
RT12,"PE FILM FLAT CALIBRE 400, .90 MTS NEGRA, 50 KG POR ROLLO",ROLLO TUBULAR,KG,NULL,7,90,0,38.5,0,2017-01-19,2017-01-19,MIREYAS,NULL
RT13,"PE FILM FLAT CALIBRE 100, 1.20 MTS NATURAL, 50 KG POR ROLLO",ROLLO TUBULAR,KG,NULL,7,1.2,0,35,0,2017-01-19,2017-01-19,MIREYAS,NULL
RT14,"PE FILM FLAT CALIBRE 150, 1.20 MTS NATURAL , 50 KG POR ROLLO",ROLLO TUBULAR,KG,NULL,7,1.2,0,35,0,2017-01-19,2017-01-19,MIREYAS,NULL
RT15,"PE FILM FLAT CALIBRE 100, .97 MTS NATURAL, 50 KG POR ROLLO",ROLLO TUBULAR,KG,NULL,7,0.97,1,35,0,2017-01-23,2017-01-23,MIREYAS,NULL
IK88,"INSUFOAM 4000, 1"" X 1.22 X 4.30 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,7,4.3,1.22,342.56,0,2017-01-23,2017-01-23,MIREYAS,39211101
PR241,POLYROLL .3000 DE 2 X 110 MTS. BLANCO,POLYROLL,PZ,NULL,1,110,2,1000,0,2017-01-23,2017-01-23,MIREYAS,39211901
